28,UL,Andruw Jones,Braves,260,'05,10,15,CF+3,R,G,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
29,UL,Chipper Jones,Braves,200,'05,10,10,3B+1,S,,-,1-,2-3,4-5,6-12,13-17,-,18-,-,19+
30,UL,Eli Marrero,Braves,250,'05,12,10,LF-RF+1,R,,-,1-2,3-4,5-7,8-10,11-17,-,18-19,-,20+
31,UL,John Smoltz,Braves,220,'05,5,1,Closer,R,,1-3,4-9,10-15,16-17,18-,19-22,-,23-24,-,25+
32,UL,John Thomson,Braves,290,'05,3,6,Starter,R,,1-2,3-6,7-13,14-16,17-,18-19,-,20-24,-,25+
33,UL,Jaret Wright,Braves,420,'05,4,6,Starter,R,,1-,2-6,7-12,13-16,17-,18-19,-,20-26,-,27+
34,UL,Buddy Groom,Orioles,20,'05,1,1,Reliever,L,,1-,2-4,5-11,12-15,16-,17-19,-,20-24,-,25+
35,UL,Jerry Hairston,Orioles,100,'05,11,14,LF-RF+2,R,,-,1-,2-3,4-6,7-10,11-17,18-,19-20,-,21+
36,UL,Jorge Julio,Orioles,130,'05,2,1,Closer,R,,1-2,3-7,8-12,13-16,17-18,19-21,-,22-23,-,24+
37,UL,Rodrigo Lopez,Orioles,420,'05,4,5,Starter,R,,1-3,4-7,8-14,15-17,18-,19-21,-,22-23,-,24+
38,UL,Melvin Mora,Orioles,390,'05,13,13,3B+1,R,S,-,1-2,3-5,6-7,8-11,12-16,17-,18-19,-,20+
39,UL,Rafael Palmeiro,Orioles,130,'05,10,10,1B+0,L,,-,1-,2-3,4-6,7-11,12-17,-,18-19,-,20+
40,UL,Brian Roberts,Orioles,160,'05,10,20,2B+1,S,,-,1-,2-4,5-6,7-10,11-15,16-17,18-20,-,21+
41,UL,B.J. Ryan,Orioles,240,'05,5,1,Reliever,L,,1-,2-9,10-14,15-17,18-,19-23,-,24-26,-,27+
42,UL,B.J. Surhoff,Orioles,190,'05,11,10,LF-RF+1,L,,-,1-,2-3,4-6,7-9,10-18,-,19-,-,20+
43,UL,Miguel Tejada,Orioles,510,'05,11,12,SS+4,R,S,-,1-,2-4,5-6,7-9,10-16,-,17-18,-,19+
115,PR,Manny Ramirez,Red Sox,610,'04,14,11,LF-RF+0,R,,-,1-2,3-,4-6,7-12,13-16,-,17-18,-,19+
54,UL,Manny Ramirez,Red Sox,570,'04,13,10,LF-RF+0,R,S,-,1-,2-3,4-6,7-11,12-16,-,17-18,-,19+
59,UL,Manny Ramirez,Red Sox,490,'03,13,8,LF-RF+0,R,S,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
96,TD,Jeremy Giambi,Red Sox,310,'03,13,10,LF-RF+0,L,,-,1-3,4-,5-6,7-13,14-17,-,18-,-,19+
31,P,Manny Ramirez,Red Sox,490,'03,13,8,LF-RF+0,R,S,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
52,UL,Manny Ramirez,Red Sox,450,'05,12,10,LF-RF+0,R,HR S,-,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
56,UL,Jason Varitek,Red Sox,360,'05,12,13,C+5,S,,-,1-2,3-4,5-6,7-10,11-15,16-17,18-19,-,20+
51,UL,Bill Mueller,Red Sox,410,'04,12,12,3B+1,S,S,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
52,UL,Trot Nixon,Red Sox,350,'04,12,10,LF-RF+0,L,,-,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
111,TD,Nomar Garciaparra,Red Sox,590,'04,12,15,SS+2,R,,-,1-,2-4,5-6,7-8,9-14,15-,16-17,18-,19+
184,UL,Cliff Floyd,Red Sox,480,'03,12,14,LF-RF+1,L,,-,1-2,3-4,5-6,7-10,11-14,15-,16-18,-,19+
145,RS,Nomar Garciaparra '97,Red Sox,680,'03,12,17,SS+4,R,RY S,-,1-,2-4,5-,6-8,9-14,15-,16-17,18-,19+
57,UL,Trot Nixon,Red Sox,340,'02,12,16,LF-RF+0,L,,-,1-3,4-,5-7,8-12,13-16,-,17-18,-,19+
57,UL,Moises Alou,Cubs,330,'05,10,10,LF-RF+0,R,,-,1-,2-3,4-5,6-10,11-16,-,17-18,-,19+
58,UL,Michael Barrett,Cubs,390,'05,10,9,C+6,R,,-,-,1-3,4-5,6-8,9-15,-,16-18,19-,20+
59,UL,Matt Clement,Cubs,370,'05,3,6,Starter,R,,1-,2-7,8-14,15-17,18-,19-21,-,22-23,-,24+
60,UL,Kyle Farnsworth,Cubs,100,'05,2,1,Reliever,R,,1-2,3-9,10-14,15-17,18-,19-21,-,22-23,-,24+
61,UL,Nomar Garciaparra,Cubs,240,'05,11,12,SS+2,R,,-,1-,2-3,4-6,7-9,10-17,-,18-19,-,20+
62,UL,LaTroy Hawkins,Cubs,220,'05,5,1,Closer,R,,1-3,4-8,9-14,15-17,18-,19-21,-,22-23,-,24+
63,UL,Todd Hollandsworth,Cubs,230,'05,12,11,LF-RF+1,L,,-,1-2,3-5,6-7,8-11,12-17,-,18-,-,19+
64,UL,Derrek Lee,Cubs,300,'05,10,13,1B+0,R,,-,1-2,3-4,5-6,7-10,11-15,16-,17-18,-,19+
65,UL,Greg Maddux,Cubs,380,'05,4,6,Starter,R,,1-2,3-6,7-14,15-17,18-,19-21,-,22-,-,23+
66,UL,Kent Mercker,Cubs,170,'05,4,1,Reliever,L,,1-4,5-9,10-14,15-16,17-18,19-22,-,23-25,-,26+
67,UL,Corey Patterson,Cubs,230,'05,9,20,CF+0,L,,-,1-2,3-4,5-6,7-9,10-14,15-16,17-18,-,19+
68,UL,Aramis Ramirez,Cubs,450,'05,11,8,3B+0,R,,-,1-,2-3,4-6,7-9,10-16,-,17-18,-,19+
69,UL,Kerry Wood,Cubs,600,'05,3,6,Starter,R,,1-2,3-9,10-14,15-19,-,20-,-,21-26,-,27+
70,UL,Mark Buehrle,White Sox,260,'05,3,8,Starter,L,,1-3,4-7,8-14,15-16,17-,18-19,-,20-23,-,24+
71,UL,Joe Crede,White Sox,160,'05,9,9,3B+0,R,,-,1-,2-3,4-6,7-9,10-16,-,17-18,-,19+
72,UL,Freddy Garcia,White Sox,380,'05,4,7,Starter,R,,1-2,3-7,8-13,14-16,17-,18-19,-,20-24,-,25+
73,UL,Paul Konerko,White Sox,340,'05,10,9,1B+0,R,HR,-,1-,2-4,5-7,8-11,12-17,-,18-,-,19+
74,UL,Carlos Lee,White Sox,460,'05,11,13,LF-RF+1,R,,-,1-,2-3,4-6,7-9,10-15,16-,17-18,-,19+
75,UL,Damaso Marte,White Sox,190,'05,4,1,Reliever,L,,1-4,5-9,10-14,15-16,17-18,19-21,-,22-23,-,24+
76,UL,Aaron Rowand,White Sox,530,'05,11,16,CF+1,R,,-,1-,2-3,4-5,6-7,8-13,14-15,16-18,-,19+
77,UL,Shingo Takatsu,White Sox,240,'05,5,1,Closer,R,,1-2,3-6,7-12,13-17,18-,19-22,-,23-24,-,25+
78,UL,Juan Uribe,White Sox,350,'05,9,12,2B+4,R,,-,1-,2-3,4-5,6-8,9-15,-,16-18,-,19+
79,UL,Jose Valentin,White Sox,240,'05,9,12,SS+4,L,,-,1-2,3-,4-6,7-11,12-15,-,16-17,-,18+
80,UL,Sean Casey,Reds,430,'05,12,10,1B+0,L,,-,1-,2-4,5-6,7-9,10-16,-,17-19,-,20+
81,UL,Juan Castro,Reds,60,'05,9,9,3B+1,R,,-,1-2,3-5,6-7,8-9,10-16,-,17-19,-,20+
82,UL,Adam Dunn,Reds,440,'05,12,12,LF-RF+0,L,HR,-,1-3,4-,5-6,7-12,13-16,-,17-18,-,19+
83,UL,Ryan Freel,Reds,170,'05,11,21,3B+3 OF+1,R,,-,1-,2-4,5-6,7-11,12-16,17-18,19-,20-,21+
84,UL,Aaron Harang,Reds,100,'05,2,6,Starter,R,,1-2,3-6,7-12,13-16,17-,18-19,-,20-23,-,24+
85,UL,D Angelo Jimenez,Reds,240,'05,10,14,2B+2,S,,-,1-,2-3,4-5,6-10,11-16,17-,18-19,-,20+
86,UL,Barry Larkin,Reds,190,'05,10,12,SS+2,R,,-,-,1-3,4-5,6-9,10-17,-,18-19,-,20+
87,UL,Jason LaRue,Reds,190,'05,9,8,C+6,R,,-,1-2,3-4,5-6,7-9,10-15,-,16-18,-,19+
88,UL,Wily MoPena,Reds,140,'05,9,16,LF-RF+0,R,,-,1-3,4-6,7-,8-10,11-16,-,17-,-,18+
89,UL,Phil Norton,Reds,30,'05,1,1,Reliever,L,R,1-,2-4,5-12,13-15,16-17,18-19,-,20-25,-,26+
90,UL,John Riedling,Reds,30,'05,1,1,Reliever,R,,1-2,3-5,6-13,14-16,17-,18-19,-,20-24,-,25+
91,UL,Paul Wilson,Reds,150,'05,2,6,Starter,R,,1-,2-4,5-11,12-16,17-,18-19,-,20-23,-,24+
92,UL,Ronnie Belliard,Indians,240,'05,10,12,2B+2,R,,-,1-,2-4,5-6,7-10,11-16,-,17-19,-,20+
93,UL,Casey Blake,Indians,290,'05,10,11,3B+2,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
94,UL,Ben Broussard,Indians,220,'05,11,10,1B+0,L,,-,1-2,3-5,6-7,8-11,12-16,-,17-18,-,19+
95,UL,Coco Crisp,Indians,200,'05,10,17,CF+0,S,,-,1-,2-4,5-6,7-9,10-16,17-,18-19,-,20+
96,UL,Travis Hafner,Indians,510,'05,13,10,DH,L,,-,1-2,3-4,5-7,8-11,12-15,-,16-18,-,19+
97,UL,Matt Lawton,Indians,250,'05,11,18,LF-RF+1,L,,-,1-,2-4,5-6,7-10,11-16,17-18,19-,-,20+
98,UL,Cliff Lee,Indians,110,'05,2,5,Starter,L,R,1-,2-6,7-11,12-16,17-,18-19,-,20-23,-,24+
99,UL,Victor Martinez,Indians,420,'05,11,8,C+5,S,S,-,1-,2-3,4-5,6-9,10-15,-,16-18,-,19+
100,UL,David Riske,Indians,100,'05,2,1,Reliever,R,,1-3,4-8,9-13,14-16,17-,18-,-,19-23,-,24+
101,UL,C.C. Sabathia,Indians,490,'05,3,7,Starter,L,,1-2,3-,4-12,13-18,19-,20-23,-,24-26,-,27+
102,UL,Omar Vizquel,Indians,120,'05,10,17,SS+4,S,,-,1-,2-4,5-6,7-10,11-17,18-,19-20,-,21+
103,UL,Jake Westbrook,Indians,380,'05,4,7,Starter,R,,1-,2-4,5-13,14-16,17-,18-19,-,20-24,-,25+
104,UL,Jeromy Burnitz,Rockies,230,'05,10,11,LF-RF+0,L,,-,1-2,3-4,5-7,8-11,12-16,-,17-18,-,19+
105,UL,Vinny Castilla,Rockies,260,'05,9,8,3B+3,R,,-,1-,2-4,5-6,7-10,11-15,-,16-18,-,19+
106,UL,Shawn Chacon,Rockies,10,'05,1,1,Closer,R,,1-2,3-6,7-10,11-14,15-16,17-18,-,19-22,-,23+
107,UL,Royce Clayton,Rockies,230,'05,10,13,SS+3,R,,-,1-2,3-5,6-,7-9,10-15,16-17,18-19,-,20+
108,UL,Todd Helton,Rockies,500,'05,14,10,1B+1,L,G,-,1-,2-3,4-6,7-12,13-17,-,18-19,-,20+
109,UL,Jason Jennings,Rockies,10,'05,1,6,Starter,R,,1-2,3-6,7-13,14-16,17-,18-19,-,20-23,-,24+
110,UL,Charles Johnson,Rockies,10,'05,10,10,C+5,R,,-,1-2,3-5,6-7,8-13,14-17,-,18-19,-,20+
111,UL,Aaron Miles,Rockies,150,'05,10,13,2B+4,S,R,-,1-,2-4,5-6,7-8,9-17,18-19,20-,-,21+
112,UL,Steve Reed,Rockies,90,'05,2,1,Reliever,R,,1-3,4-6,7-13,14-16,17-,18-19,-,20-24,-,25+
113,UL,Mark Sweeney,Rockies,210,'05,11,12,LF-RF+2,L,,-,1-2,3-4,5-6,7-12,13-16,-,17-18,-,19+
114,UL,Carlos Guillen,Tigers,450,'05,11,13,SS+4,S,,-,1-,2-4,5-6,7-9,10-15,16-,17-18,19-,20+
115,UL,Omar Infante,Tigers,200,'05,9,14,2B+2,R,,-,1-2,3-4,5-6,7-9,10-15,16-,17-18,19-,20+
116,UL,Mike Maroth,Tigers,160,'05,2,7,Starter,L,,-,1-3,4-11,12-16,17-,18-19,-,20-24,-,25+
117,UL,Craig Monroe,Tigers,350,'05,10,10,LF-RF+1,R,,-,1-,2-3,4-5,6-8,9-16,-,17-18,-,19+
118,UL,Carlos Pena,Tigers,210,'05,10,12,1B+0,L,,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
119,UL,Nate Robertson,Tigers,230,'05,3,6,Starter,L,,1-2,3-6,7-13,14-15,16-17,18-19,-,20-23,-,24+
120,UL,Ivan Rodriguez,Tigers,460,'05,12,12,C+10,R,G S,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
121,UL,Alex Sanchez,Tigers,330,'05,12,17,CF+1,L,,-,1-,2-4,5-,6-,7-17,18-19,20-,-,21+
122,UL,Ugueth Urbina,Tigers,170,'05,3,1,Closer,R,,1-4,5-10,11-14,15-17,18-19,20-21,-,22-23,-,24+
123,UL,Rondell White,Tigers,210,'05,9,9,LF-RF+1,R,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
124,UL,Esteban Yan,Tigers,60,'05,2,1,Reliever,R,,-,1-4,5-11,12-15,16-,17-19,-,20-25,-,26+
125,UL,Dmitri Young,Tigers,180,'05,9,8,1B+0,S,,-,1-,2-3,4-5,6-9,10-16,-,17-18,-,19+
126,UL,Josh Beckett,Marlins,390,'05,4,6,Starter,R,,1-,2-6,7-12,13-16,17-,18-19,-,20-24,-,25+
127,UL,Armando Benitez,Marlins,310,'05,6,1,Closer,R,RP,1-3,4-8,9-12,13-17,18-19,20-22,-,23-24,-,25+
128,UL,Miguel Cabrera,Marlins,400,'05,11,11,LF-RF+0,R,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
129,UL,Luis Castillo,Marlins,150,'05,11,18,2B+4,S,G,-,1-,2-5,6-,7-10,11-17,18-19,20-,-,21+
130,UL,Jeff Conine,Marlins,130,'05,10,13,LF-RF+1 1B+1,R,,-,1-,2-4,5-7,8-10,11-17,-,18-19,-,20+
131,UL,Alex Gonzalez,Marlins,100,'05,9,14,SS+2,R,,-,1-2,3-4,5-8,9-10,11-16,-,17-18,-,19+
132,UL,Mike Lowell,Marlins,430,'05,10,11,3B+1,R,,-,-,1-2,3-5,6-9,10-15,-,16-18,-,19+
133,UL,Carl Pavano,Marlins,400,'05,4,7,Starter,R,,1-3,4-6,7-14,15-16,17-,18-19,-,20-25,-,26+
134,UL,Matt Perisho,Marlins,80,'05,2,1,Reliever,L,,1-,2-6,7-11,12-16,17-18,19-,-,20-23,-,24+
135,UL,Juan Pierre,Marlins,370,'05,12,22,CF+0,L,SB,-,-,1-4,5-6,7-8,9-15,16-18,19-,20-,21+
136,UL,Tim Spooneybarger,Marlins,310,'05,6,1,Reliever,R,,-,1-4,5-14,15-17,18-,19-23,-,24-27,-,28+
137,UL,Dontrelle Willis,Marlins,190,'05,2,6,Starter,L,,1-3,4-7,8-14,15-16,17-,18-19,-,20-24,-,25+
138,UL,Brad Ausmus,Astros,10,'05,9,10,C+6,R,,-,1-,2-4,5-7,8-10,11-18,-,19-,-,20+
139,UL,Jeff Bagwell,Astros,320,'05,11,12,1B+0,R,,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
140,UL,Carlos Beltran,Astros,420,'05,11,22,CF+2,S,,-,1-,2-3,4-6,7-11,12-,13-16,17-18,-,19+
141,UL,Lance Berkman,Astros,470,'05,14,12,LF-RF+0,S,,-,1-2,3-4,5-6,7-12,13-17,-,18-,-,19+
142,UL,Craig Biggio,Astros,310,'05,9,15,OF+0,R,,-,1-,2-3,4-5,6-8,9-15,-,16-18,-,19+
143,UL,Roger Clemens,Astros,520,'05,5,6,Starter,R,CY,1-2,3-7,8-13,14-16,17-,18-19,-,20-25,-,26+
144,UL,Morgan Ensberg,Astros,100,'05,9,12,3B+0,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
145,UL,Adam Everett,Astros,130,'05,9,14,SS+2,R,,-,1-,2-3,4-6,7-8,9-16,17-,18-19,-,20+
146,UL,Mike Gallo,Astros,10,'05,1,1,Reliever,L,R,1-,2-5,6-12,13-15,16-,17-18,-,19-21,-,22+
147,UL,Jeff Kent,Astros,430,'05,10,12,2B+2,R,,-,1-,2-3,4-6,7-9,10-15,-,16-17,18-,19+
148,UL,Mike Lamb,Astros,220,'05,10,9,3B+2,L,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
149,UL,Brad Lidge,Astros,250,'05,5,1,Closer,R,,1-2,3-12,13-15,16-18,19-,20-22,-,23-24,-,25+
150,UL,Dan Miceli,Astros,180,'05,4,1,Reliever,R,,1-2,3-8,9-13,14-16,17-18,19-21,-,22-23,-,24+
151,UL,Wade Miller,Astros,300,'05,3,6,Starter,R,,1-,2-6,7-11,12-16,17-,18-19,-,20-23,-,24+
152,UL,Roy Oswalt,Astros,490,'05,4,8,Starter,R,20,1-2,3-7,8-13,14-17,18-,19-20,-,21-25,-,26+
153,UL,Angel Berroa,Royals,200,'05,9,14,SS+3,R,,-,1-,2-4,5-6,7-8,9-15,16-,17-18,19-,20+
154,UL,Shawn Camp,Royals,80,'05,2,2,Reliever,R,R,1-,2-5,6-13,14-16,17-,18-19,-,20-23,-,24+
155,UL,Tony Graffanino,Royals,70,'05,9,13,2B+4,R,,-,-,1-3,4-5,6-9,10-17,18-,19-20,-,21+
156,UL,Ken Harvey,Royals,270,'05,10,9,1B+1,R,,-,1-2,3-5,6-,7-8,9-16,-,17-18,-,19+
157,UL,Darrell May,Royals,10,'05,1,6,Starter,L,,1-4,5-8,9-13,14-15,16-,17-18,-,19-22,-,23+
158,UL,Joe Randa,Royals,190,'05,10,8,3B+2,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
159,UL,Desi Relaford,Royals,120,'05,9,14,IF+1,S,,-,1-,2-3,4-5,6-9,10-17,-,18-19,-,20+
160,UL,Matt Stairs,Royals,100,'05,10,9,LF-RF+1,L,,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
161,UL,Scott Sullivan,Royals,20,'05,1,1,Reliever,R,,1-2,3-6,7-11,12-16,17-,18-19,-,20-23,-,24+
162,UL,Mike Sweeney,Royals,260,'05,10,10,DH,R,,-,1-,2-3,4-6,7-9,10-16,-,17-18,-,19+
163,UL,Wilson Alvarez,Dodgers,290,'05,4,5,Starter,L,,1-4,5-9,10-14,15-16,17-,18-22,-,23-24,-,25+
164,UL,Adrian Beltre,Dodgers,660,'05,12,12,3B+2,R,HR S,-,1-,2-4,5-7,8-9,10-15,-,16-17,-,18+
165,UL,Milton Bradley,Dodgers,180,'05,10,15,CF+1,S,,-,1-2,3-4,5-6,7-10,11-16,17-,18-19,-,20+
166,UL,Hee-Seop Choi,Dodgers,120,'05,11,9,1B+1,L,,-,1-2,3-4,5-6,7-12,13-17,-,18-19,-,20+
167,UL,Eric Gagne,Dodgers,310,'05,6,1,Closer,R,RP,1-,2-9,10-14,15-17,18-,19-22,-,23-25,-,26+
168,UL,Shawn Green,Dodgers,260,'05,10,11,1B+0 LF-RF+1,L,,-,1-2,3-5,6-,7-10,11-16,-,17-18,-,19+
169,UL,Kazuhisa Ishii,Dodgers,150,'05,2,6,Starter,L,,1-,2-4,5-9,10-15,16-17,18-19,-,20-24,-,25+
170,UL,Cesar Izturis,Dodgers,190,'05,10,19,SS+4,S,G,-,1-,2-4,5-6,7-9,10-16,17-18,19-,20-,21+
171,UL,Jose Lima,Dodgers,430,'05,4,7,Starter,R,,1-2,3-7,8-13,14-17,18-,19-20,-,21-24,-,25+
172,UL,Jeff Weaver,Dodgers,280,'05,3,6,Starter,R,,1-2,3-6,7-12,13-16,17-,18-19,-,20-25,-,26+
173,UL,Jeff Bennett,Brewers,60,'05,2,1,Reliever,R,R,1-,2-4,5-11,12-16,17-,18-19,-,20-23,-,24+
174,UL,Javy Lopez,Orioles,290,'05,11,8,C+6,R,,-,1-2,3-5,6-7,8-10,11-17,-,18-19,-,20+
175,UL,Brady Clark,Brewers,250,'05,11,15,LF-RF+2,R,,-,1-,2-3,4-5,6-10,11-16,17-,18-19,-,20+
176,UL,Craig Counsell,Brewers,10,'05,9,16,SS+2,L,,-,1-,2-4,5-6,7-11,12-17,18-,19-20,-,21+
177,UL,Doug Davis,Brewers,320,'05,3,6,Starter,L,,1-,2-5,6-12,13-16,17-,18-19,-,20-25,-,26+
178,UL,Bill Hall,Brewers,80,'05,9,13,2B+1,R,,-,1-3,4-5,6-7,8-9,10-15,16-17,18-19,-,20+
179,UL,Geoff Jenkins,Brewers,190,'05,9,10,LF-RF+0,L,,-,1-2,3-4,5-6,7-10,11-16,-,17-18,-,19+
180,UL,Brooks Kieschnick,Brewers,110,'05,3,1,Reliever,R,,1-,2-5,6-12,13-16,17-,18-19,-,20-23,-,24+
181,UL,Dan Kolb,Brewers,230,'05,5,1,Closer,R,,1-2,3-4,5-15,16-,17-,18-23,-,24-26,-,27+
182,UL,Chad Moeller,Brewers,10,'05,9,8,C+6,R,,-,1-2,3-5,6-7,8-10,11-17,-,18-19,-,20+
183,UL,Lyle Overbay,Brewers,300,'05,11,10,1B+0,L,,-,1-2,3-4,5-6,7-10,11-16,-,17-19,-,20+
184,UL,Scott Podsednik,Brewers,130,'05,9,24,CF+1,L,SB,-,1-,2-4,5-6,7-10,11-14,15-17,18-19,-,20+
185,UL,Victor Santos,Brewers,140,'05,2,5,Starter,R,,1-,2-5,6-11,12-16,17-,18-19,-,20-24,-,25+
186,UL,Henry Blanco,Twins,10,'05,9,8,C+10,R,,-,1-2,3-5,6-9,10-11,12-16,-,17-19,-,20+
187,UL,Michael Cuddyer,Twins,60,'05,10,11,IF+0,R,,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
188,UL,Lew Ford,Twins,280,'05,11,17,LF-RF+1,R,,-,1-,2-4,5-6,7-10,11-16,17-,18-19,-,20+
189,UL,Cristian Guzman,Twins,130,'05,9,13,SS+3,S,,-,1-,2-5,6-7,8-9,10-16,17-,18-19,-,20+
190,UL,Torii Hunter,Twins,310,'05,9,18,CF+3,R,G,-,1-,2-3,4-5,6-8,9-14,15-,16-18,-,19+
191,UL,Jacque Jones,Twins,210,'05,9,14,LF-RF+2,L,,-,1-2,3-4,5-6,7-9,10-15,16-,17-18,-,19+
192,UL,Corey Koskie,Twins,280,'05,10,12,3B+1,L,,-,1-2,3-4,5-6,7-10,11-15,-,16-18,-,19+
193,UL,Scott Linebrink,Padres,210,'05,5,1,Reliever,R,,1-2,3-8,9-12,13-16,17-,18-19,-,20-24,-,25+
194,UL,Brad Radke,Twins,410,'05,4,6,Starter,R,,1-2,3-6,7-13,14-17,-,18-19,-,20-24,-,25+
195,UL,Johan Santana,Twins,640,'05,6,7,Starter,L,20 CY K,1-2,3-8,9-13,14-17,18-,19-21,-,22-23,-,24+
196,UL,Ben Sheets,Brewers,510,'05,5,7,Starter,R,K,1-2,3-8,9-14,15-17,-,18-19,-,20-24,-,25+
197,UL,Wes Helms,Brewers,10,'05,9,8,3B+1,R,,-,1-2,3-4,5-6,7-10,11-18,-,19-,-,20+
198,UL,Ken GriffeyJr.,Reds,180,'05,10,9,CF+1,L,,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
199,UL,Danny Graves,Reds,210,'05,4,1,Closer,R,,1-2,3-5,6-14,15-16,17-,18-19,-,20-23,-,24+
200,UL,Runelvys Hernandez,Royals,270,'05,3,6,Starter,R,,1-4,5-7,8-14,15-16,17-,18-19,-,20-24,-,25+
201,UL,Chris Woodward,Blue Jays,70,'05,9,14,SS+2,R,,-,1-2,3-4,5-6,7-9,10-16,-,17-19,20-,21+
202,UL,Paul Lo Duca,Marlins,210,'05,10,10,C+6,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
203,UL,Scot Shields,Angels,210,'05,4,2,Reliever,R,,1-,2-6,7-13,14-16,17-,18-19,-,20-26,-,27+
